category,german,english,image_url,image_local
German Farm Animals Flashcards,der Krebs,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f980.svg,images/German Farm Animals Flashcards/1f980.svg
German Farm Animals Flashcards,das Krokodil,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f40a.svg,images/German Farm Animals Flashcards/1f40a.svg
German Farm Animals Flashcards,die Kuh,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f42e.svg,images/German Farm Animals Flashcards/1f42e.svg
German Farm Animals Flashcards,der Käfer,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fab2.svg,images/German Farm Animals Flashcards/1fab2.svg
German Farm Animals Flashcards,das Känguru,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f998.svg,images/German Farm Animals Flashcards/1f998.svg
German Farm Animals Flashcards,das Lama,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f999.svg,images/German Farm Animals Flashcards/1f999.svg
German Farm Animals Flashcards,der Leopard,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f406.svg,images/German Farm Animals Flashcards/1f406.svg
German Farm Animals Flashcards,der Löwe,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f981.svg,images/German Farm Animals Flashcards/1f981.svg
German Farm Animals Flashcards,der Mammut,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a3.svg,images/German Farm Animals Flashcards/1f9a3.svg
German Farm Animals Flashcards,der Marienkäfer,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f41e.svg,images/German Farm Animals Flashcards/1f41e.svg
German Farm Animals Flashcards,die Maus,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f42d.svg,images/German Farm Animals Flashcards/1f42d.svg
German Farm Animals Flashcards,die Mikrobe,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a0.svg,images/German Farm Animals Flashcards/1f9a0.svg
German Farm Animals Flashcards,der Moskito,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f99f.svg,images/German Farm Animals Flashcards/1f99f.svg
German Farm Animals Flashcards,das Nashorn,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f98f.svg,images/German Farm Animals Flashcards/1f98f.svg
German Farm Animals Flashcards,das Nilpferd,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f99b.svg,images/German Farm Animals Flashcards/1f99b.svg
German Farm Animals Flashcards,der Ochse,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f402.svg,images/German Farm Animals Flashcards/1f402.svg
German Farm Animals Flashcards,der Orang-Utan,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a7.svg,images/German Farm Animals Flashcards/1f9a7.svg
German Farm Animals Flashcards,der Otter,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a6.svg,images/German Farm Animals Flashcards/1f9a6.svg
German Farm Animals Flashcards,der Pandabär,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f43c.svg,images/German Farm Animals Flashcards/1f43c.svg
German Farm Animals Flashcards,der Papagei,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f99c.svg,images/German Farm Animals Flashcards/1f99c.svg
German Farm Animals Flashcards,der Pfau,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f99a.svg,images/German Farm Animals Flashcards/1f99a.svg
German Farm Animals Flashcards,das Pferd,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f434.svg,images/German Farm Animals Flashcards/1f434.svg
German Farm Animals Flashcards,der Pinguin,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f427.svg,images/German Farm Animals Flashcards/1f427.svg
German Farm Animals Flashcards,der Pudel,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f429.svg,images/German Farm Animals Flashcards/1f429.svg
German Farm Animals Flashcards,die Ratte,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f400.svg,images/German Farm Animals Flashcards/1f400.svg
German Farm Animals Flashcards,die Raupe,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f41b.svg,images/German Farm Animals Flashcards/1f41b.svg
German Farm Animals Flashcards,das Schaf,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f40f.svg,images/German Farm Animals Flashcards/1f40f.svg
German Farm Animals Flashcards,die Schildkröte,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f422.svg,images/German Farm Animals Flashcards/1f422.svg
German Farm Animals Flashcards,die Schlange,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f40d.svg,images/German Farm Animals Flashcards/1f40d.svg
German Farm Animals Flashcards,der Schmetterling,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f98b.svg,images/German Farm Animals Flashcards/1f98b.svg
German Farm Animals Flashcards,die Schnecke,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f40c.svg,images/German Farm Animals Flashcards/1f40c.svg
German Farm Animals Flashcards,der Schwan,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a2.svg,images/German Farm Animals Flashcards/1f9a2.svg
German Farm Animals Flashcards,die schwarze Katze,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f408-200d-2b1b.svg,images/German Farm Animals Flashcards/1f408-200d-2b1b.svg
German Farm Animals Flashcards,das Schwein,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f437.svg,images/German Farm Animals Flashcards/1f437.svg
German Farm Animals Flashcards,der Seehund,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9ad.svg,images/German Farm Animals Flashcards/1f9ad.svg
German Farm Animals Flashcards,der Skorpion,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f982.svg,images/German Farm Animals Flashcards/1f982.svg
German Farm Animals Flashcards,die Spinne,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f577.svg,images/German Farm Animals Flashcards/1f577.svg
German Farm Animals Flashcards,das Stinktier,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a8.svg,images/German Farm Animals Flashcards/1f9a8.svg
German Farm Animals Flashcards,der Tiger,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f405.svg,images/German Farm Animals Flashcards/1f405.svg
German Farm Animals Flashcards,der Tintenfisch,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f419.svg,images/German Farm Animals Flashcards/1f419.svg
German Farm Animals Flashcards,der Truthahn,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f983.svg,images/German Farm Animals Flashcards/1f983.svg
German Farm Animals Flashcards,der Vogel,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f426.svg,images/German Farm Animals Flashcards/1f426.svg
German Farm Animals Flashcards,der Wal,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f433.svg,images/German Farm Animals Flashcards/1f433.svg
German Farm Animals Flashcards,der Waschbär,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f99d.svg,images/German Farm Animals Flashcards/1f99d.svg
German Farm Animals Flashcards,das Wildschwein,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f417.svg,images/German Farm Animals Flashcards/1f417.svg
German Farm Animals Flashcards,der Wolf,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f43a.svg,images/German Farm Animals Flashcards/1f43a.svg
German Farm Animals Flashcards,der Wurm,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fab1.svg,images/German Farm Animals Flashcards/1fab1.svg
German Farm Animals Flashcards,das Zebra,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f993.svg,images/German Farm Animals Flashcards/1f993.svg
German Farm Animals Flashcards,die Ziege,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f410.svg,images/German Farm Animals Flashcards/1f410.svg
German Summer Flashcards,der Frühling,,https://cdn.emojiflashcards.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTgsInB1ciI6ImJsb2JfaWQifX0=--87d2b3347545d80811474509703a2d683d13599b/spring.svg,images/German Summer Flashcards/spring.svg
German Summer Flashcards,der Sommer,,https://cdn.emojiflashcards.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTksInB1ciI6ImJsb2JfaWQifX0=--d9f02ae8bbcc908c1c89d041277ec8c4b04ebcdc/summer.svg,images/German Summer Flashcards/summer.svg
German Summer Flashcards,der Herbst,,https://cdn.emojiflashcards.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjAsInB1ciI6ImJsb2JfaWQifX0=--78d6c0b55d54241e1b581c0e21858d4ce0e09692/autumn.svg,images/German Summer Flashcards/autumn.svg
German Summer Flashcards,der Winter,,https://cdn.emojiflashcards.com/rails/active_storage/blobs/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjEsInB1ciI6ImJsb2JfaWQifX0=--1344fa75e954d688feaa99e6b5b8f6e6ea96407e/winter.svg,images/German Summer Flashcards/winter.svg
German Summer Flashcards,das Ahornblatt,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f341.svg,images/German Summer Flashcards/1f341.svg
German Summer Flashcards,der Apfel,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f34e.svg,images/German Summer Flashcards/1f34e.svg
German Summer Flashcards,der Badeanzug,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fa71.svg,images/German Summer Flashcards/1fa71.svg
German Summer Flashcards,die Badehose,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fa73.svg,images/German Summer Flashcards/1fa73.svg
German Summer Flashcards,die Biene,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f41d.svg,images/German Summer Flashcards/1f41d.svg
German Summer Flashcards,der Drachen,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fa81.svg,images/German Summer Flashcards/1fa81.svg
German Summer Flashcards,das Eichhörnchen,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f43f.svg,images/German Summer Flashcards/1f43f.svg
German Summer Flashcards,das Eis,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9ca.svg,images/German Summer Flashcards/1f9ca.svg
German Summer Flashcards,das Eis,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/2744.svg,images/German Summer Flashcards/2744.svg
German Summer Flashcards,die Eiscreme,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f368.svg,images/German Summer Flashcards/1f368.svg
German Summer Flashcards,die Eiscreme,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f366.svg,images/German Summer Flashcards/1f366.svg
German Summer Flashcards,fallende Blätter,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f342.svg,images/German Summer Flashcards/1f342.svg
German Summer Flashcards,das Feuerwerk,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f386.svg,images/German Summer Flashcards/1f386.svg
German Summer Flashcards,das Frisbee,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f94f.svg,images/German Summer Flashcards/1f94f.svg
German Summer Flashcards,das Gras,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f331.svg,images/German Summer Flashcards/1f331.svg
German Summer Flashcards,das Gänseblümchen,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f33c.svg,images/German Summer Flashcards/1f33c.svg
German Summer Flashcards,die Handschuhe,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9e4.svg,images/German Summer Flashcards/1f9e4.svg
German Summer Flashcards,der Igel,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f994.svg,images/German Summer Flashcards/1f994.svg
German Summer Flashcards,Kakigori,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f367.svg,images/German Summer Flashcards/1f367.svg
German Summer Flashcards,die Kastanie,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f330.svg,images/German Summer Flashcards/1f330.svg
German Summer Flashcards,die Kirschblüte,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f338.svg,images/German Summer Flashcards/1f338.svg
German Summer Flashcards,das Küken,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f423.svg,images/German Summer Flashcards/1f423.svg
German Summer Flashcards,die Kürbis,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f383.svg,images/German Summer Flashcards/1f383.svg
German Summer Flashcards,der Mais,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f33d.svg,images/German Summer Flashcards/1f33d.svg
German Summer Flashcards,der Mantel,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9e5.svg,images/German Summer Flashcards/1f9e5.svg
German Summer Flashcards,der Marienkäfer,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f41e.svg,images/German Summer Flashcards/1f41e.svg
German Summer Flashcards,der Pilz,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f344.svg,images/German Summer Flashcards/1f344.svg
German Summer Flashcards,der Regen,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f327.svg,images/German Summer Flashcards/1f327.svg
German Summer Flashcards,der Regenbogen,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f308.svg,images/German Summer Flashcards/1f308.svg
German Summer Flashcards,der Regenschirm,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/2602.svg,images/German Summer Flashcards/2602.svg
German Summer Flashcards,der Schal,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9e3.svg,images/German Summer Flashcards/1f9e3.svg
German Summer Flashcards,der Schlitten,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f6f7.svg,images/German Summer Flashcards/1f6f7.svg
German Summer Flashcards,das Schlittschuh- laufen,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/26f8.svg,images/German Summer Flashcards/26f8.svg
German Summer Flashcards,der Schmetterling,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f98b.svg,images/German Summer Flashcards/1f98b.svg
German Summer Flashcards,der Schneemann,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/2603.svg,images/German Summer Flashcards/2603.svg
German Summer Flashcards,das Schwimmen,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f3ca-1f3fe.svg,images/German Summer Flashcards/1f3ca-1f3fe.svg
German Summer Flashcards,das Skifahren,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/26f7-1f3fe.svg,images/German Summer Flashcards/26f7-1f3fe.svg
German Summer Flashcards,der Sommerhut,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f452.svg,images/German Summer Flashcards/1f452.svg
German Summer Flashcards,die Sonne,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f31e.svg,images/German Summer Flashcards/1f31e.svg
German Summer Flashcards,die Sonnenbrille,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f576.svg,images/German Summer Flashcards/1f576.svg
German Summer Flashcards,die Sonnencreme,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9f4.svg,images/German Summer Flashcards/1f9f4.svg
German Summer Flashcards,der Sonnenschirm,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/26f1.svg,images/German Summer Flashcards/26f1.svg
German Summer Flashcards,der Strand,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f3d6.svg,images/German Summer Flashcards/1f3d6.svg
German Summer Flashcards,das Surfen,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f3c4-1f3fb-200d-2640-fe0f.svg,images/German Summer Flashcards/1f3c4-1f3fb-200d-2640-fe0f.svg
German Summer Flashcards,die Süßkartoffel,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f360.svg,images/German Summer Flashcards/1f360.svg
German Summer Flashcards,die Tulpe,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f337.svg,images/German Summer Flashcards/1f337.svg
German Summer Flashcards,das Wasser,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f964.svg,images/German Summer Flashcards/1f964.svg
German Summer Flashcards,die Wassermelone,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f349.svg,images/German Summer Flashcards/1f349.svg
German Summer Flashcards,der Weihnachtsba- um,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f384.svg,images/German Summer Flashcards/1f384.svg
German Summer Flashcards,die Wellen,,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f30a.svg,images/German Summer Flashcards/1f30a.svg
